 -3   23 20  23 32  23 41  23 49  23 56  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **   0  2   0  2   0  4   0  6   0  8   0 10   0 12   0 14   0 17   0 20   0 23   0 27   0 32   0 36   0 42
233    1  8   0 45   0 27   0 12   0  0  ** **  ** **  ** **  23 48  23 31  23 13  22 53  22 41  22 27  22 27  22 21  22 14  22  7  22  0  21 51  21 42  21 31  21 19  21  5  20 49  20 30  20  5  19 32
234    2 14   1 47   1 26   1 10   0 56   0 44   0 23   0  5  ** **  ** **  ** **  23 40  23 27  23 13  23 13  23  6  22 59  22 51  22 43  22 33  22 23  22 12  21 58  21 43  21 24  21  2  20 32  19 46
235    3 15   2 45   2 23   2  6   1 51   1 38   1 16   0 57   0 39   0 21   0  2  ** **  ** **  ** **  ** **  23 59  23 51  23 44  23 35  23 26  23 15  23  4  22 50  22 34  22 16  21 52  21 21  20 32
236    4  6   3 37   3 16   2 58   2 43   2 30   2  8   1 49   1 32   1 14   0 55   0 33   0 20   0  5   0  5  ** **  ** **  ** **  ** **  ** **  ** **  ** **  23 55  23 41  23 24  23  3  22 37  21 59
237    4 48   4 22   4  2   3 46   3 32   3 21   3  0   2 42   2 26   2  9   1 51   1 31   1 19   1  5   1  5   0 59   0 52   0 45   0 37   0 28   0 19   0  8  ** **  ** **  ** **  ** **  ** **  23 45
238    5 20   4 59   4 43   4 29   4 18   4  7   3 50   3 35   3 20   3  6   2 50   2 33   2 22   2 10   2 10   2  5   1 59   1 53   1 47   1 39   1 31   1 22   1 12   1  0   0 47   0 31   0 11  ** **
239    5 46   5 31   5 18   5  8   4 59   4 51   4 38   4 26   4 14   4  3   3 51   3 37   3 29   3 20   3 20   3 16   3 12   3  7   3  2   2 56   2 50   2 44   2 36   2 27   2 18   2  6   1 53   1 37
240    6  8   5 58   5 50   5 43   5 37   5 32   5 23   5 15   5  8   5  1   4 53   4 44   4 38   4 32   4 32   4 30   4 27   4 24   4 21   4 17   4 13   4  9   4  4   3 59   3 53   3 46   3 38   3 29
241    6 26   6 22   6 19   6 16   6 13   6 11   6  7   6  4   6  1   5 58   5 54   5 51   5 48   5 46   5 46   5 45   5 44   5 42   5 41   5 40   5 38   5 36   5 34   5 32   5 30   5 27   5 24   5 20
242    6 44   6 46   6 47   6 48   6 49   6 50   6 51   6 52   6 54   6 55   6 56   6 58   6 59   7  0   7  0   7  1   7  1   7  2   7  2   7  3   7  4   7  4   7  5   7  6   7  7   7  9   7 10   7 12
243    7  3   7 10   7 16   7 21   7 25   7 29   7 36   7 42   7 47   7 53   7 59   8  6   8 10   8 15   8 15   8 17   8 19   8 21   8 24   8 27   8 30   8 33   8 37   8 41   8 46   8 51   8 57   9  4
244    7 23   7 36   7 47   7 56   8  3   8 10   8 22   8 32   8 42   8 52   9  2   9 14   9 21   9 29   9 29   9 33   9 37   9 41   9 45   9 50   9 56  10  2  10  8  10 16  10 24  10 34  10 46  10 59
245    7 49   8  7   8 22   8 35   8 45   8 54   9 10   9 25   9 38   9 51  10  6  10 22  10 32  10 43  10 43  10 48  10 53  10 59  11  5  11 12  11 20  11 28  11 38  11 49  12  1  12 16  12 34  12 56
246    8 21   8 45   9  3   9 19   9 32   9 43  10  2  10 19  10 35  10 51  11  9  11 29  11 40  11 54  11 54  12  0  12  6  12 13  12 21  12 30  12 39  12 50  13  1  13 15  13 32  13 52  14 17  14 52
247    9  3   9 30   9 51  10  9  10 23  10 36  10 57  11 16  11 33  11 51  12 10  12 32  12 45  12 59  12 59  13  6  13 13  13 21  13 29  13 39  13 49  14  1  14 15  14 30  14 49  15 13  15 44  16 34
248    9 56  10 25  10 47  11  4  11 19  11 32  11 54  12 13  12 31  12 49  13  8  13 30  13 43  13 58  13 58  14  4  14 11  14 19  14 28  14 37  14 48  14 59  15 13  15 29  15 48  16 11  16 42  17 31
249   11  0  11 27  11 48  12  4  12 18  12 31  12 51  13  9  13 26  13 43  14  1  14 22  14 34  14 48  14 48  14 54  15  1  15  8  15 16  15 24  15 34  15 45  15 57  16 11  16 27  16 47  17 13  17 47
250   12 12  12 35  12 52  13  7  13 19  13 30  13 48  14  4  14 19  14 34  14 49  15  8  15 18  15 30  15 30  15 35  15 41  15 47  15 54  16  1  16  9  16 18  16 29  16 40  16 53  17  9  17 28  17 51
251   13 26  13 44  13 58  14 10  14 20  14 28  14 43  14 56  15  8  15 21  15 33  15 48  15 57  16  6  16  6  16 10  16 15  16 20  16 25  16 31  16 37  16 44  16 52  17  1  17 11  17 22  17 36  17 52
252   14 40  14 53  15  3  15 12  15 19  15 26  15 36  15 46  15 55  16  4  16 13  16 24  16 30  16 37  16 37  16 41  16 44  16 47  16 51  16 55  17  0  17  5  17 10  17 17  17 23  17 31  17 40  17 51
253   15 54  16  1  16  7  16 13  16 17  16 21  16 28  16 34  16 39  16 45  16 51  16 57  17  1  17  5  17  5  17  7  17  9  17 12  17 14  17 16  17 19  17 22  17 26  17 29  17 33  17 38  17 43  17 49
254   17  5  17  8  17 10  17 12  17 14  17 15  17 18  17 20  17 22  17 24  17 26  17 28  17 30  17 31  17 31  17 32  17 33  17 34  17 35  17 36  17 37  17 38  17 39  17 40  17 42  17 43  17 45  17 48
255   18 16  18 14  18 12  18 11  18  9  18  8  18  6  18  5  18  3  18  2  18  0  17 59  17 58  17 57  17 57  17 56  17 56  17 55  17 54  17 54  17 53  17 52  17 52  17 51  17 50  17 48  17 47  17 46
256   19 26  19 19  19 13  19  9  19  5  19  1  18 55  18 50  18 45  18 40  18 35  18 29  18 26  18 22  18 22  18 20  18 18  18 17  18 15  18 12  18 10  18  7  18  4  18  1  17 58  17 54  17 49  17 44
257   20 36  20 24  20 14  20  7  20  0  19 54  19 44  19 35  19 27  19 19  19 10  19  0  18 55  18 48  18 48  18 45  18 43  18 39  18 36  18 32  18 28  18 24  18 19  18 13  18  7  18  0  17 52  17 43
258   21 45  21 29  21 16  21  5  20 56  20 47  20 34  20 21  20 10  19 59  19 47  19 34  19 26  19 17  19 17  19 13  19  9  19  4  19  0  18 54  18 49  18 42  18 35  18 27  18 18  18  8  17 56  17 42
259   22 54  22 33  22 16  22  3  21 51  21 41  21 24  21  9  20 55  20 41  20 27  20 10  20  0  19 49  19 49  19 44  19 39  19 33  19 27  19 20  19 13  19  5  18 56  18 45  18 33  18 20  18  3  17 43
260   ** **  23 35  23 16  23  0  22 47  22 35  22 15  21 58  21 42  21 26  21  9  20 50  20 39  20 26  20 26  20 20  20 14  20  7  20  0  19 52  19 43  19 33  19 22  19  9  18 54  18 37  18 15  17 47
261    0  1  ** **  ** **  23 56  23 41  23 29  23  7  22 49  22 31  22 14  21 56  21 34  21 22  21  8  21  8  21  2  20 55  20 47  20 39  20 30  20 20  20  9  19 57  19 42  19 25  19  4  18 36  17 58
262    1  2   0 34   0 13  ** **  ** **  ** **  23 59  23 40  23 22  23  5  22 46  22 24  22 11  21 57  21 57  21 50  21 43  21 35  21 27  21 18  21  7  20 56  20 42  20 27  20  8  19 46  19 16  18 29
263    1 56   1 28   1  6   0 48   0 34   0 21  ** **  ** **  ** **  23 57  23 39  23 18  23  6  22 52  22 52  22 45  22 39  22 31  22 23  22 14  22  4  21 53  21 40  21 26  21  8  20 47  20 19  19 38
264    2 41   2 14   1 54   1 37   1 23   1 11   0 50   0 31   0 14  ** **  ** **  ** **  ** **  23 53  23 53  23 47  23 41  23 34  23 27  23 19  23 11  23  1  22 50  22 37  22 22  22  4  21 42  21 13
265    3 17   2 54   2 36   2 21   2  9   1 58   1 39   1 23   1  7   0 52   0 36   0 17   0  6  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  23 58  23 47  23 33  23 17  22 58
266    3 45   3 27   3 13   3  1   2 51   2 42   2 26   2 13   2  0   1 47   1 34   1 18   1  9   0 59   0 59   0 54   0 49   0 44   0 38   0 32   0 25   0 17   0  8  ** **  ** **  ** **  ** **  ** **
267    4  8   3 55   3 45   3 37   3 29   3 23   3 12   3  2   2 53   2 43   2 34   2 22   2 16   2  8   2  8   2  5   2  1   1 57   1 53   1 49   1 44   1 38   1 32   1 25   1 18   1  9   0 58   0 46
268    4 28   4 21   4 15   4 10   4  6   4  3   3 56   3 51   3 45   3 40   3 34   3 28   3 24   3 20   3 20   3 18   3 16   3 14   3 11   3  9   3  6   3  3   3  0   2 56   2 52   2 47   2 42   2 35
269    4 47   4 45   4 44   4 43   4 42   4 41   4 40   4 39   4 38   4 37   4 36   4 35   4 34   4 33   4 33   4 33   4 33   4 32   4 32   4 31   4 31   4 30   4 30   4 29   4 29   4 28   4 27   4 26
270    5  5   5  9   5 13   5 16   5 19   5 21   5 25   5 28   5 32   5 35   5 39   5 43   5 46   5 49   5 49   5 50   5 51   5 53   5 54   5 56   5 58   6  0   6  2   6  4   6  7   6 10   6 14   6 18
271    5 26   5 36   5 44   5 51   5 57   6  2   6 11   6 19   6 27   6 35   6 43   6 53   6 58   7  5   7  5   7  8   7 11   7 14   7 18   7 21   7 26   7 30   7 35   7 41   7 48   7 55   8  4   8 14
272    5 50   6  6   6 18   6 29   6 38   6 46   7  0   7 13   7 24   7 36   7 49   8  3   8 12   8 21   8 21   8 26   8 30   8 35   8 41   8 47   8 53   9  1   9  9   9 18   9 28   9 41   9 56  10 14
273    6 20   6 42   6 59   7 13   7 24   7 35   7 53   8  9   8 23   8 38   8 54   9 13   9 24   9 36   9 36   9 42   9 48   9 54  10  1  10  9  10 18  10 27  10 38  10 51  11  5  11 23  11 45  12 13
274    7  0   7 26   7 46   8  2   8 16   8 28   8 49   9  7   9 24   9 41   9 59  10 20  10 32  10 46  10 46  10 53  11  0  11  7  11 15  11 24  11 34  11 46  11 59  12 14  12 31  12 53  13 22  14  4
275    7 51   8 19   8 40   8 58   9 12   9 25   9 47  10  6  10 23  10 41  11  0  11 22  11 35  11 49  11 49  11 56  12  3  12 11  12 19  12 29  12 39  12 51  13  4  13 20  13 39  14  2  14 33  15 21
276    8 53   9 20   9 41   9 58  10 12  10 24  10 45  11  4  11 21  11 38  11 56  12 17  12 29  12 43  12 43  12 50  12 57  13  4  13 12  13 21  13 31  13 42  13 54  14  9  14 26  14 46  15 13  15 50
277   10  3  10 27  10 46  11  1  11 13  11 24  11 43  12  0  12 15  12 30  12 47  13  6  13 17  13 29  13 29  13 35  13 41  13 47  13 54  14  2  14 10  14 20  14 30  14 42  14 56  15 13  15 33  15 59
278   11 17  11 36  11 51  12  4  12 14  12 24  12 39  12 53  13  6  13 19  13 32  13 48  13 57  14  7  14  7  14 12  14 17  14 22  14 28  14 34  14 41  14 48  14 56  15  6  15 17  15 29  15 44  16  2
279   12 31  12 45  12 57  13  6  13 14  13 21  13 33  13 44  13 53  14  3  14 14  14 25  14 32  14 40  14 40  14 43  14 47  14 51  14 55  15  0  15  5  15 10  15 16  15 23  15 31  15 40  15 50  16  2
280   13 44  13 53  14  1  14  7  14 12  14 17  14 25  14 32  14 38  14 45  14 51  14 59  15  4  15  9  15  9  15 11  15 14  15 16  15 19  15 22  15 25  15 29  15 33  15 37  15 42  15 47  15 54  16  1
281   14 56  15  0  15  3  15  6  15  8  15 11  15 14  15 18  15 21  15 24  15 27  15 31  15 33  15 35  15 35  15 36  15 38  15 39  15 40  15 42  15 43  15 45  15 47  15 49  15 51  15 53  15 56  16  0
282   16  6  16  5  16  5  16  4  16  4  16  4  16  3  16  3  16  2  16  2  16  2  16  1  16  1  16  1  16  1  16  1  16  0  16  0  16  0  16  0  16  0  16  0  16  0  15 59  15 59  15 59  15 59  15 58
283   17 15  17 10  17  6  17  2  16 59  16 56  16 52  16 47  16 44  16 40  16 36  16 31  16 29  16 26  16 26  16 25  16 23  16 22  16 20  16 19  16 17  16 15  16 13  16 10  16  7  16  4  16  1  15 57
284   18 25  18 15  18  7  18  0  17 54  17 49  17 40  17 33  17 25  17 18  17 11  17  2  16 58  16 52  16 52  16 50  16 47  16 44  16 41  16 38  16 35  16 31  16 27  16 22  16 17  16 11  16  4  15 56
285   19 34  19 19  19  8  18 58  18 49  18 42  18 30  18 19  18  8  17 58  17 47  17 35  17 28  17 20  17 20  17 17  17 13  17  9  17  4  17  0  16 55  16 49  16 43  16 36  16 28  16 19  16  8  15 56
286   20 44  20 24  20  8  19 56  19 45  19 36  19 20  19  6  18 53  18 40  18 26  18 11  18  1  17 51  17 51  17 47  17 42  17 36  17 31  17 25  17 18  17 10  17  2  16 53  16 42  16 29  16 14  15 57
287   21 51  21 27  21  8  20 53  20 41  20 30  20 11  19 55  19 39  19 24  19  8  18 49  18 39  18 26  18 26  18 21  18 15  18  9  18  2  17 54  17 46  17 37  17 26  17 15  17  1  16 45  16 25  16  0
288   22 54  22 27  22  6  21 49  21 35  21 23  21  2  20 44  20 28  20 11  19 53  19 32  19 20  19  7  19  7  19  1  18 54  18 47  18 39  18 31  18 21  18 10  17 58  17 45  17 28  17  9  16 44  16 10
289   23 50  23 21  23  0  22 43  22 28  22 15  21 54  21 35  21 17  21  0  20 41  20 20  20  7  19 53  19 53  19 46  19 39  19 32  19 24  19 15  19  4  18 53  18 40  18 25  18  7  17 45  17 17  16 34
290   ** **  ** **  23 49  23 32  23 17  23  5  22 44  22 26  22  8  21 51  21 33  21 12  20 59  20 45  20 45  20 39  20 32  20 24  20 16  20  7  19 57  19 46  19 33  19 18  19  1  18 39  18 11  17 29
291    0 36   0  9  ** **  ** **  ** **  23 52  23 32  23 16  23  0  22 44  22 27  22  7  21 56  21 43  21 43  21 37  21 30  21 24  21 16  21  8  20 59  20 49  20 37  20 24  20  8  19 49  19 25  18 53
292    1 14   0 50   0 31   0 16   0  3  ** **  ** **  ** **  23 51  23 37  23 23  23  6  22 56  22 45  22 45  22 40  22 34  22 29  22 22  22 15  22  8  21 59  21 50  21 39  21 26  21 12  20 54  20 31
293    1 44   1 25   1  9   0 56   0 45   0 36   0 19   0  5  ** **  ** **  ** **  ** **  23 59  23 50  23 50  23 46  23 42  23 38  23 33  23 28  23 22  23 16  23  9  23  1  22 51  22 41  22 28  22 13
294    2  9   1 54   1 42   1 32   1 24   1 17   1  4   0 52   0 42   0 31   0 20   0  7  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  23 58
295    2 29   2 20   2 12   2  6   2  0   1 55   1 47   1 39   1 32   1 25   1 18   1  9   1  4   0 58   0 58   0 56   0 53   0 50   0 47   0 44   0 40   0 36   0 31   0 26   0 21   0 14   0  7  ** **
296    2 48   2 44   2 41   2 38   2 35   2 33   2 30   2 26   2 23   2 20   2 17   2 13   2 11   2  9   2  9   2  7   2  6   2  5   2  4   2  2   2  1   1 59   1 57   1 55   1 53   1 50   1 47   1 43
297    3  6   3  8   3  9   3 10   3 11   3 11   3 13   3 14   3 15   3 16   3 18   3 19   3 20   3 21   3 21   3 21   3 22   3 22   3 23   3 23   3 24   3 25   3 26   3 27   3 28   3 29   3 30   3 31
298    3 26   3 33   3 38   3 43   3 47   3 51   3 58   4  3   4  9   4 14   4 20   4 27   4 31   4 35   4 35   4 37   4 40   4 42   4 44   4 47   4 50   4 53   4 57   5  1   5  5   5 11   5 17   5 24
299    3 48   4  1   4 11   4 20   4 27   4 34   4 45   4 55   5  5   5 15   5 25   5 37   5 44   5 52   5 52   5 55   5 59   6  3   6  8   6 13   6 18   6 24   6 30   6 38   6 46   6 56   7  7   7 21
300    4 15   4 34   4 49   5  1   5 12   5 21   5 37   5 51   6  4   6 17   6 32   6 48   6 58   7  9   7  9   7 14   7 19   7 25   7 31   7 38   7 45   7 54   8  3   8 14   8 27   8 41   8 59   9 21
301    4 51   5 15   5 34   5 49   6  2   6 13   6 32   6 49   7  5   7 21   7 39   7 58   8 10   8 24   8 24   8 30   8 36   8 43   8 51   8 59   9  8   9 19   9 31   9 45  10  1  10 21  10 46  11 20
302    5 38   6  6   6 26   6 43   6 58   7 10   7 31   7 50   8  7   8 25   8 44   9  5   9 18   9 32   9 32   9 39   9 46   9 54  10  2  10 11  10 21  10 33  10 46  11  2  11 20  11 43  12 13  12 59
303    6 38   7  6   7 27   7 44   7 58   8 11   8 32   8 51   9  8   9 26   9 44  10  6  10 18  10 33  10 33  10 39  10 46  10 53  11  2  11 11  11 21  11 32  11 45  12  0  12 18  12 39  13  8  13 49
304    7 48   8 13   8 33   8 48   9  2   9 13   9 33   9 50  10  6  10 22  10 39  10 59  11 10  11 23  11 23  11 29  11 35  11 42  11 49  11 58  12  6  12 16  12 28  12 41  12 56  13 14  13 36  14  5
305    9  3   9 24   9 40   9 54  10  5  10 15  10 31  10 46  11  0  11 13  11 28  11 45  11 54  12  5  12  5  12 10  12 15  12 21  12 27  12 34  12 41  12 49  12 58  13  9  13 20  13 34  13 50  14 10
306   10 19  10 35  10 47  10 58  11  6  11 14  11 27  11 39  11 49  12  0  12 12  12 25  12 32  12 41  12 41  12 44  12 48  12 53  12 57  13  3  13  8  13 14  13 21  13 28  13 37  13 47  13 58  14 12
307   11 33  11 44  11 53  12  0  12  6  12 11  12 20  12 28  12 36  12 43  12 51  13  0  13  5  13 11  13 11  13 14  13 17  13 20  13 23  13 26  13 30  13 34  13 39  13 44  13 49  13 56  14  3  14 12
308   12 46  12 51  12 56  13  0  13  3  13  6  13 11  13 15  13 19  13 23  13 28  13 33  13 35  13 39  13 39  13 40  13 42  13 43  13 45  13 47  13 49  13 51  13 53  13 56  13 59  14  3  14  6  14 11
309   13 56  13 57  13 58  13 58  13 59  13 59  14  0  14  1  14  1  14  2  14  3  14  3  14  4  14  4  14  4  14  5  14  5  14  5  14  5  14  6  14  6  14  7  14  7  14  7  14  8  14  8  14  9  14 10
310   15  6  15  2  14 58  14 56  14 54  14 52  14 48  14 45  14 42  14 40  14 37  14 34  14 32  14 30  14 30  14 29  14 28  14 27  14 26  14 24  14 23  14 22  14 20  14 18  14 16  14 14  14 12  14  9
311   16 15  16  6  15 59  15 53  15 48  15 44  15 37  15 30  15 24  15 18  15 12  15  4  15  0  14 55  14 55  14 53  14 51  14 49  14 46  14 44  14 41  14 37  14 34  14 30  14 25  14 20  14 15  14  8
312   17 24  17 11  17  0  16 51  16 44  16 37  16 26  16 16  16  6  15 57  15 47  15 36  15 30  15 23  15 23  15 20  15 16  15 13  15  9  15  4  15  0  14 55  14 49  14 43  14 36  14 28  14 19  14  8
313   18 33  18 15  18  1  17 49  17 39  17 31  17 16  17  3  16 50  16 38  16 26  16 11  16  3  15 53  15 53  15 49  15 44  15 39  15 34  15 28  15 22  15 15  15  8  14 59  14 49  14 38  14 24  14  9
314   19 41  19 19  19  1  18 47  18 35  18 25  18  7  17 51  17 36  17 22  17  7  16 49  16 39  16 27  16 27  16 22  16 16  16 10  16  4  15 57  15 49  15 40  15 31  15 20  15  7  14 52  14 34  14 12
315   20 46  20 20  20  0  19 44  19 30  19 19  18 58  18 41  18 24  18  8  17 51  17 31  17 19  17  6  17  6  17  0  16 54  16 47  16 39  16 31  16 22  16 12  16  0  15 47  15 32  15 13  14 50  14 19
316   21 45  21 17  20 56  20 38  20 24  20 11  19 50  19 32  19 14  18 57  18 39  18 17  18  5  17 51  17 51  17 44  17 37  17 30  17 22  17 13  17  3  16 52  16 39  16 25  16  7  15 46  15 18  14 39
317   22 34  22  7  21 46  21 29  21 15  21  2  20 41  20 22  20  5  19 48  19 29  19  8  18 56  18 41  18 41  18 35  18 28  18 20  18 12  18  3  17 53  17 42  17 29  17 14  16 56  16 35  16  6  15 24
318   23 15  22 50  22 31  22 15  22  1  21 50  21 30  21 12  20 56  20 40  20 23  20  2  19 51  19 37  19 37  19 31  19 25  19 18  19 10  19  2  18 52  18 42  18 30  18 16  18  0  17 40  17 15  16 40
319   23 47  23 26  23  9  22 56  22 44  22 34  22 17  22  1  21 47  21 33  21 17  21  0  20 49  20 38  20 38  20 32  20 27  20 21  20 14  20  7  19 59  19 50  19 39  19 28  19 14  18 58  18 39  18 14
320   ** **  23 56  23 43  23 32  23 23  23 15  23  1  22 49  22 37  22 25  22 13  21 59  21 50  21 41  21 41  21 37  21 32  21 27  21 22  21 16  21 10  21  3  20 55  20 46  20 36  20 24  20 10  19 53
321    0 12  ** **  ** **  ** **  23 59  23 53  23 43  23 34  23 26  23 18  23  9  22 59  22 53  22 46  22 46  22 43  22 40  22 37  22 33  22 29  22 24  22 20  22 14  22  8  22  1  21 54  21 44  21 34
322    0 34   0 22   0 13   0  6  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  23 57  23 53  23 53  23 51  23 50  23 48  23 46  23 44  23 41  23 39  23 36  23 33  23 29  23 25  23 20  23 15
323    0 52   0 46   0 41   0 37   0 33   0 30   0 25   0 20   0 15   0 10   0  6   0  0  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **
324    1 10   1  9   1  8   1  7   1  7   1  6   1  6   1  5   1  4   1  4   1  3   1  2   1  2   1  2   1  2   1  1   1  1   1  1   1  1   1  0   1  0   1  0   1  0   0 59   0 59   0 58   0 58   0 57
325    1 28   1 32   1 36   1 39   1 41   1 44   1 48   1 52   1 55   1 59   2  2   2  7   2  9   2 12   2 12   2 13   2 15   2 16   2 18   2 20   2 22   2 24   2 26   2 28   2 31   2 35   2 38   2 43
326    1 48   1 58   2  6   2 12   2 18   2 23   2 32   2 40   2 48   2 56   3  4   3 13   3 19   3 25   3 25   3 28   3 31   3 34   3 38   3 41   3 46   3 50   3 55   4  1   4  7   4 15   4 23   4 33
327    2 12   2 27   2 40   2 50   2 59   3  7   3 21   3 33   3 44   3 56   4  8   4 22   4 31   4 40   4 40   4 44   4 49   4 54   4 59   5  5   5 11   5 18   5 26   5 35   5 46   5 58   6 12   6 29
328    2 42   3  3   3 20   3 34   3 46   3 56   4 13   4 29   4 44   4 58   5 14   5 32   5 43   5 55   5 55   6  1   6  7   6 13   6 20   6 28   6 36   6 46   6 56   7  8   7 23   7 40   8  1   8 28
329    3 23   3 49   4  9   4 25   4 39   4 50   5 11   5 29   5 46   6  2   6 20   6 41   6 54   7  8   7  8   7 14   7 21   7 28   7 36   7 45   7 55   8  6   8 19   8 34   8 51   9 13   9 40  10 21
330    4 17   4 45   5  6   5 23   5 38   5 50   6 12   6 31   6 48   7  6   7 25   7 46   7 59   8 14   8 14   8 20   8 27   8 35   8 43   8 52   9  3   9 14   9 28   9 43  10  1  10 24  10 54  11 39
331    5 24   5 51   6 11   6 28   6 42   6 54   7 14   7 32   7 49   8  6   8 24   8 45   8 57   9 10   9 10   9 17   9 23   9 30   9 38   9 47   9 56  10  7  10 19  10 33  10 50  11 10  11 35  12  9
332    6 40   7  3   7 20   7 35   7 47   7 58   8 16   8 32   8 47   9  2   9 17   9 35   9 46   9 58   9 58  10  3  10  9  10 15  10 22  10 29  10 37  10 46  10 56  11  8  11 21  11 37  11 55  12 19
333    7 58   8 16   8 30   8 42   8 52   9  0   9 15   9 28   9 40   9 52  10  5  10 19  10 28  10 37  10 37  10 42  10 46  10 51  10 56  11  2  11  8  11 15  11 23  11 32  11 42  11 53  12  6  12 22
334    9 16   9 28   9 38   9 47   9 54  10  0  10 11  10 20  10 29  10 38  10 47  10 58  11  4  11 11  11 11  11 14  11 17  11 21  11 25  11 29  11 33  11 38  11 43  11 49  11 56  12  4  12 13  12 23
335   10 31  10 38  10 44  10 49  10 53  10 57  11  4  11  9  11 15  11 20  11 26  11 32  11 36  11 40  11 40  11 42  11 44  11 46  11 48  11 51  11 54  11 56  12  0  12  3  12  7  12 12  12 17  12 23
336   11 43  11 45  11 47  11 49  11 51  11 52  11 54  11 56  11 58  12  0  12  2  12  4  12  5  12  7  12  7  12  8  12  8  12  9  12 10  12 11  12 12  12 13  12 14  12 15  12 16  12 18  12 20  12 22
337   12 53  12 51  12 49  12 48  12 46  12 45  12 43  12 41  12 40  12 38  12 37  12 35  12 34  12 33  12 33  12 32  12 31  12 31  12 30  12 30  12 29  12 28  12 27  12 26  12 25  12 24  12 22  12 21
338   14  3  13 56  13 50  13 45  13 41  13 38  13 32  13 26  13 21  13 16  13 11  13  5  13  2  12 58  12 58  12 56  12 55  12 53  12 51  12 49  12 46  12 44  12 41  12 37  12 34  12 30  12 25  12 20
339   15 12  15  0  14 51  14 43  14 36  14 30  14 20  14 12  14  3  13 55  13 47  13 37  13 31  13 25  13 25  13 22  13 19  13 16  13 13  13  9  13  5  13  0  12 55  12 50  12 44  12 37  12 29  12 20
340   16 21  16  5  15 52  15 41  15 32  15 24  15 10  14 58  14 47  14 36  14 24  14 11  14  3  13 54  13 54  13 50  13 46  13 42  13 37  13 32  13 26  13 20  13 13  13  5  12 56  12 46  12 34  12 20
341   17 30  17  9  16 52  16 39  16 28  16 18  16  1  15 46  15 32  15 18  15  4  14 47  14 38  14 27  14 27  14 22  14 17  14 11  14  5  13 58  13 51  13 43  13 34  13 24  13 12  12 58  12 42  12 22
342   18 36  18 11  17 52  17 36  17 23  17 12  16 52  16 35  16 20  16  4  15 47  15 28  15 17  15  4  15  4  14 58  14 52  14 45  14 38  14 30  14 22  14 12  14  1  13 49  13 34  13 17  12 55  12 28
343   19 38  19 10  18 49  18 32  18 18  18  6  17 45  17 26  17  9  16 52  16 34  16 13  16  1  15 47  15 47  15 41  15 34  15 27  15 19  15 10  15  0  14 49  14 37  14 23  14  6  13 45  13 19  12 42
344   20 31  20  3  19 42  19 25  19 10  18 58  18 36  18 18  18  0  17 43  17 24  17  3  16 50  16 36  16 36  16 30  16 23  16 15  16  7  15 58  15 48  15 36  15 23  15  8  14 51  14 29  14  0  13 17
345   21 15  20 49  20 29  20 13  19 59  19 47  19 27  19  9  18 52  18 35  18 18  17 57  17 45  17 31  17 31  17 25  17 18  17 11  17  3  16 54  16 45  16 34  16 21  16  7  15 50  15 30  15  3  14 26
346   21 50  21 28  21 10  20 56  20 44  20 33  20 15  19 59  19 44  19 29  19 13  18 54  18 43  18 31  18 31  18 25  18 19  18 13  18  6  17 58  17 50  17 40  17 29  17 17  17  3  16 46  16 24  15 56
347   22 18  22  0  21 46  21 34  21 24  21 15  21  0  20 47  20 34  20 22  20  9  19 53  19 44  19 34  19 34  19 29  19 25  19 19  19 14  19  7  19  0  18 53  18 44  18 35  18 23  18 10  17 55  17 35
348   22 40  22 27  22 17  22  8  22  1  21 55  21 43  21 33  21 24  21 15  21  5  20 53  20 47  20 39  20 39  20 36  20 32  20 28  20 24  20 19  20 14  20  9  20  3  19 56  19 48  19 39  19 29  19 16
349   22 59  22 51  22 45  22 40  22 35  22 31  22 24  22 18  22 13  22  7  22  1  21 54  21 50  21 45  21 45  21 43  21 41  21 38  21 36  21 33  21 30  21 27  21 23  21 19  21 15  21  9  21  3  20 56
350   23 16  23 14  23 12  23 10  23  8  23  7  23  5  23  3  23  1  22 59  22 57  22 55  22 53  22 52  22 52  22 51  22 50  22 50  22 49  22 48  22 47  22 46  22 45  22 44  22 42  22 40  22 39  22 36
351   23 34  23 36  23 38  23 40  23 42  23 43  23 45  23 47  23 50  23 52  23 54  23 56  23 58  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **
352   23 52  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **   0  0   0  0   0  0   0  1   0  2   0  3   0  4   0  5   0  6   0  8   0  9   0 11   0 13   0 15   0 18
353   ** **   0  0   0  6   0 11   0 16   0 20   0 27   0 34   0 40   0 46   0 52   1  0   1  4   1  9   1  9   1 11   1 14   1 16   1 19   1 22   1 25   1 29   1 33   1 37   1 42   1 48   1 55   2  2
