60 & $\beta$ Crucis & $Mimosa$ & $ 1.3$ &                                        6 & 05 &  4 & 03 &  2 & 13 &  0 & 11 & 22 & 09 & 20 & 07 & 18 & 09 \\
61 & $\epsilon$ Ursae Majoris & $Alioth$ & $ 1.8$ &                              6 & 11 &  4 & 09 &  2 & 19 &  0 & 17 & 22 & 15 & 20 & 13 & 18 & 15 \\
64 & $\zeta$ Ursae Majoris & $Mizar$ & $ 2.3$ &                                  6 & 40 &  4 & 38 &  2 & 48 &  0 & 46 & 22 & 45 & 20 & 43 & 18 & 45 \\
65 & $\alpha$ Virginis & $Spica$ & $ 1.0$ &                                      6 & 42 &  4 & 40 &  2 & 50 &  0 & 48 & 22 & 46 & 20 & 44 & 18 & 46 \\[1.4ex]
68 & $\theta$ Centauri & $Menkent$ & $ 2.1$ &                                    7 & 23 &  5 & 21 &  3 & 31 &  1 & 30 & 23 & 28 & 21 & 26 & 19 & 28 \\
69 & $\alpha$ Bootis & $Arcturus$ & $ 0.0$ &                                     7 & 32 &  5 & 30 &  3 & 40 &  1 & 38 & 23 & 36 & 21 & 34 & 19 & 36 \\
70 & $\alpha$ Centauri & $Rigil\,Kent$ & $ 0.0$ &                                7 & 56 &  5 & 55 &  4 & 04 &  2 & 03 &  0 & 05 & 21 & 59 & 20 & 01 \\
72 & $\beta$ Ursae Minoris & $Kochab$ & $ 2.1$ &                                 8 & 06 &  6 & 04 &  4 & 14 &  2 & 12 &  0 & 14 & 22 & 08 & 20 & 10 \\
74 & $\alpha$ Coronae Borealis & $Alphecca$ & $ 2.2$ &                           8 & 51 &  6 & 49 &  4 & 59 &  2 & 57 &  0 & 59 & 22 & 53 & 20 & 55 \\[1.4ex]
76 & $\alpha$ Scorpii & $Antares$ & $*1.4$ &                                     9 & 46 &  7 & 44 &  5 & 54 &  3 & 52 &  1 & 54 & 23 & 48 & 21 & 50 \\
77 & $\alpha$ Triangulis Aust. & $Atria$ & $ 1.9$ &                             10 & 06 &  8 & 04 &  6 & 14 &  4 & 12 &  2 & 14 &  0 & 12 & 22 & 11 \\
81 & $\lambda$ Scorpii & $Shaula$ & $ 1.6$ &                                    10 & 50 &  8 & 48 &  6 & 58 &  4 & 56 &  2 & 58 &  0 & 56 & 22 & 54 \\
82 & $\alpha$ Ophiuci & $Rasalhague$ & $ 2.1$ &                                 10 & 51 &  8 & 49 &  6 & 59 &  4 & 57 &  2 & 59 &  0 & 57 & 22 & 55 \\
84 & $\gamma$ Draconis & $Eltanin$ & $ 2.2$ &                                   11 & 12 &  9 & 10 &  7 & 20 &  5 & 18 &  3 & 20 &  1 & 18 & 23 & 16 \\[1.4ex]
85 & $\epsilon$ Sagitarii & $Kaus\,Australis$ & $ 1.9$ &                        11 & 40 &  9 & 38 &  7 & 48 &  5 & 46 &  3 & 49 &  1 & 47 & 23 & 45 \\
86 & $\alpha$ Lyrae & $Vega$ & $ 0.0$ &                                         11 & 52 &  9 & 50 &  8 & 00 &  5 & 58 &  4 & 00 &  1 & 59 &  0 & 01 \\
87 & $\sigma$ Sagitarii & $Nunki$ & $ 2.0$ &                                    12 & 11 & 10 & 09 &  8 & 19 &  6 & 17 &  4 & 19 &  2 & 18 &  0 & 20 \\
88 & $\alpha$ Aquilae & $Altair$ & $ 0.8$ &                                     13 & 06 & 11 & 04 &  9 & 14 &  7 & 12 &  5 & 14 &  3 & 13 &  1 & 15 \\
90 & $\alpha$ Pavonis & $Peacock$ & $ 1.9$ &                                    13 & 42 & 11 & 40 &  9 & 50 &  7 & 48 &  5 & 50 &  3 & 48 &  1 & 50 \\[1.4ex]
91 & $\alpha$ Cygni & $Deneb$ & $ 1.3$ &                                        13 & 56 & 11 & 54 & 10 & 04 &  8 & 03 &  6 & 05 &  4 & 03 &  2 & 05 \\
93 & $\epsilon$ Pegasi & $Enif$ & $*2.1$ &                                      14 & 59 & 12 & 57 & 11 & 07 &  9 & 05 &  7 & 08 &  5 & 06 &  3 & 08 \\
95 & $\alpha$ Gruis & $Al\,Na$'$ir$ & $ 1.7$ &                                  15 & 24 & 13 & 22 & 11 & 32 &  9 & 30 &  7 & 32 &  5 & 30 &  3 & 32 \\
97 & $\alpha$ Piscis Australis & $Fomalhaut$ & $ 1.2$ &                         16 & 13 & 14 & 11 & 12 & 21 & 10 & 19 &  8 & 21 &  6 & 19 &  4 & 21 \\
99 & $\alpha$ Pegasi & $Markab$ & $ 2.5$ &                                      16 & 20 & 14 & 18 & 12 & 28 & 10 & 26 &  8 & 28 &  6 & 26 &  4 & 28 \\
