64 & $\zeta$ Ursae Majoris & $Mizar$ & $ 2.3$ &                                 16 & 42 & 14 & 40 & 12 & 42 & 10 & 40 &  8 & 42 \\
65 & $\alpha$ Virginis & $Spica$ & $ 1.0$ &                                     16 & 43 & 14 & 41 & 12 & 43 & 10 & 41 &  8 & 43 \\[1.4ex]
68 & $\theta$ Centauri & $Menkent$ & $ 2.1$ &                                   17 & 24 & 15 & 22 & 13 & 24 & 11 & 22 &  9 & 25 \\
69 & $\alpha$ Bootis & $Arcturus$ & $ 0.0$ &                                    17 & 33 & 15 & 31 & 13 & 33 & 11 & 31 &  9 & 33 \\
70 & $\alpha$ Centauri & $Rigil\,Kent$ & $ 0.0$ &                               17 & 57 & 15 & 55 & 13 & 57 & 11 & 55 &  9 & 57 \\
72 & $\beta$ Ursae Minoris & $Kochab$ & $ 2.1$ &                                18 & 08 & 16 & 06 & 14 & 08 & 12 & 06 & 10 & 08 \\
74 & $\alpha$ Coronae Borealis & $Alphecca$ & $ 2.2$ &                          18 & 52 & 16 & 50 & 14 & 52 & 12 & 50 & 10 & 52 \\[1.4ex]
76 & $\alpha$ Scorpii & $Antares$ & $*1.4$ &                                    19 & 47 & 17 & 45 & 15 & 47 & 13 & 45 & 11 & 47 \\
77 & $\alpha$ Triangulis Aust. & $Atria$ & $ 1.9$ &                             20 & 06 & 18 & 04 & 16 & 06 & 14 & 04 & 12 & 06 \\
81 & $\lambda$ Scorpii & $Shaula$ & $ 1.6$ &                                    20 & 51 & 18 & 49 & 16 & 51 & 14 & 49 & 12 & 51 \\
82 & $\alpha$ Ophiuci & $Rasalhague$ & $ 2.1$ &                                 20 & 52 & 18 & 50 & 16 & 52 & 14 & 50 & 12 & 52 \\
84 & $\gamma$ Draconis & $Eltanin$ & $ 2.2$ &                                   21 & 14 & 19 & 12 & 17 & 14 & 15 & 12 & 13 & 14 \\[1.4ex]
85 & $\epsilon$ Sagitarii & $Kaus\,Australis$ & $ 1.9$ &                        21 & 41 & 19 & 39 & 17 & 41 & 15 & 39 & 13 & 41 \\
86 & $\alpha$ Lyrae & $Vega$ & $ 0.0$ &                                         21 & 54 & 19 & 52 & 17 & 54 & 15 & 52 & 13 & 54 \\
87 & $\sigma$ Sagitarii & $Nunki$ & $ 2.0$ &                                    22 & 12 & 20 & 10 & 18 & 12 & 16 & 10 & 14 & 12 \\
88 & $\alpha$ Aquilae & $Altair$ & $ 0.8$ &                                     23 & 07 & 21 & 06 & 19 & 08 & 17 & 06 & 15 & 08 \\
90 & $\alpha$ Pavonis & $Peacock$ & $ 1.9$ &                                    23 & 42 & 21 & 40 & 19 & 42 & 17 & 40 & 15 & 42 \\[1.4ex]
91 & $\alpha$ Cygni & $Deneb$ & $ 1.3$ &                                         0 & 02 & 21 & 56 & 19 & 58 & 17 & 56 & 15 & 58 \\
93 & $\epsilon$ Pegasi & $Enif$ & $*2.1$ &                                       1 & 04 & 22 & 59 & 21 & 01 & 18 & 59 & 17 & 01 \\
95 & $\alpha$ Gruis & $Al\,Na$'$ir$ & $ 1.7$ &                                   1 & 28 & 23 & 23 & 21 & 25 & 19 & 23 & 17 & 25 \\
97 & $\alpha$ Piscis Australis & $Fomalhaut$ & $ 1.2$ &                          2 & 18 &  0 & 16 & 22 & 14 & 20 & 12 & 18 & 14 \\
99 & $\alpha$ Pegasi & $Markab$ & $ 2.5$ &                                       2 & 25 &  0 & 23 & 22 & 21 & 20 & 19 & 18 & 21 \\
